DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE6:Hamburg,2020,81.4,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE6:Hamburg,2021,81.1,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE6:Hamburg,2022,80.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE60:Hamburg,2018,81.1,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE60:Hamburg,2019,81.5,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE60:Hamburg,2020,81.4,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE60:Hamburg,2021,81.1,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE60:Hamburg,2022,80.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE7:Hessen,2018,81.4,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE7:Hessen,2019,81.7,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE7:Hessen,2020,81.5,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE7:Hessen,2021,81.2,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE7:Hessen,2022,81.0,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE71:Darmstadt,2018,81.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE71:Darmstadt,2019,82.1,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE71:Darmstadt,2020,81.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE71:Darmstadt,2021,81.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE71:Darmstadt,2022,81.3,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE72:Gießen,2018,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE72:Gießen,2019,81.0,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE72:Gießen,2020,81.0,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE72:Gießen,2021,80.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE72:Gießen,2022,80.3,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE73:Kassel,2018,80.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE73:Kassel,2019,81.3,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE73:Kassel,2020,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE73:Kassel,2021,80.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE73:Kassel,2022,80.4,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE8:Mecklenburg-Vorpommern,2018,79.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE8:Mecklenburg-Vorpommern,2019,80.3,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE8:Mecklenburg-Vorpommern,2020,80.4,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE8:Mecklenburg-Vorpommern,2021,79.7,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE8:Mecklenburg-Vorpommern,2022,79.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE80:Mecklenburg-Vorpommern,2018,79.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE80:Mecklenburg-Vorpommern,2019,80.3,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE80:Mecklenburg-Vorpommern,2020,80.4,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE80:Mecklenburg-Vorpommern,2021,79.7,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE80:Mecklenburg-Vorpommern,2022,79.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE9:Niedersachsen,2018,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE9:Niedersachsen,2019,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE9:Niedersachsen,2020,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE9:Niedersachsen,2021,80.7,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE9:Niedersachsen,2022,80.2,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE91:Braunschweig,2018,80.3,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE91:Braunschweig,2019,80.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE91:Braunschweig,2020,80.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE91:Braunschweig,2021,80.4,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE91:Braunschweig,2022,80.0,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE92:Hannover,2018,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE92:Hannover,2019,81.0,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE92:Hannover,2020,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE92:Hannover,2021,80.7,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE92:Hannover,2022,80.1,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE93:Lüneburg,2018,80.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE93:Lüneburg,2019,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE93:Lüneburg,2020,81.0,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE93:Lüneburg,2021,80.7,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE93:Lüneburg,2022,80.2,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE94:Weser-Ems,2018,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE94:Weser-Ems,2019,81.0,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE94:Weser-Ems,2020,80.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE94:Weser-Ems,2021,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DE94:Weser-Ems,2022,80.3,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA:Nordrhein-Westfalen,2018,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA:Nordrhein-Westfalen,2019,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA:Nordrhein-Westfalen,2020,80.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA:Nordrhein-Westfalen,2021,80.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA:Nordrhein-Westfalen,2022,80.2,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA1:Düsseldorf,2018,80.3,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA1:Düsseldorf,2019,80.7,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA1:Düsseldorf,2020,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA1:Düsseldorf,2021,80.4,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA1:Düsseldorf,2022,79.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA2:Köln,2018,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA2:Köln,2019,81.3,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA2:Köln,2020,81.3,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA2:Köln,2021,81.2,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA2:Köln,2022,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA3:Münster,2018,80.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA3:Münster,2019,81.1,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA3:Münster,2020,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA3:Münster,2021,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA3:Münster,2022,80.2,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA4:Detmold,2018,81.1,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA4:Detmold,2019,81.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA4:Detmold,2020,81.4,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA4:Detmold,2021,81.3,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA4:Detmold,2022,80.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA5:Arnsberg,2018,80.0,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA5:Arnsberg,2019,80.4,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA5:Arnsberg,2020,80.2,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA5:Arnsberg,2021,79.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEA5:Arnsberg,2022,79.7,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB:Rheinland-Pfalz,2018,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB:Rheinland-Pfalz,2019,81.3,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB:Rheinland-Pfalz,2020,81.1,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB:Rheinland-Pfalz,2021,81.0,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB:Rheinland-Pfalz,2022,80.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB1:Koblenz,2018,80.7,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB1:Koblenz,2019,81.1,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB1:Koblenz,2020,81.0,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB1:Koblenz,2021,80.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB1:Koblenz,2022,80.3,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB2:Trier,2018,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB2:Trier,2019,81.7,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB2:Trier,2020,81.1,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB2:Trier,2021,81.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB2:Trier,2022,80.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB3:Rheinhessen-Pfalz,2018,81.0,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB3:Rheinhessen-Pfalz,2019,81.3,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB3:Rheinhessen-Pfalz,2020,81.2,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB3:Rheinhessen-Pfalz,2021,81.1,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEB3:Rheinhessen-Pfalz,2022,80.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEC:Saarland,2018,79.7,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEC:Saarland,2019,80.2,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEC:Saarland,2020,80.2,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEC:Saarland,2021,79.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEC:Saarland,2022,79.2,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEC0:Saarland,2018,79.7,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEC0:Saarland,2019,80.2,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEC0:Saarland,2020,80.2,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEC0:Saarland,2021,79.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEC0:Saarland,2022,79.2,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED:Sachsen,2018,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED:Sachsen,2019,81.3,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED:Sachsen,2020,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED:Sachsen,2021,79.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED:Sachsen,2022,80.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED2:Dresden,2018,81.5,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED2:Dresden,2019,81.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED2:Dresden,2020,80.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED2:Dresden,2021,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED2:Dresden,2022,81.5,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED4:Chemnitz,2018,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED4:Chemnitz,2019,80.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED4:Chemnitz,2020,80.0,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED4:Chemnitz,2021,79.0,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED4:Chemnitz,2022,80.3,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED5:Leipzig,2018,80.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED5:Leipzig,2019,81.0,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED5:Leipzig,2020,80.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED5:Leipzig,2021,80.3,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DED5:Leipzig,2022,80.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEE:Sachsen-Anhalt,2018,79.4,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEE:Sachsen-Anhalt,2019,80.0,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEE:Sachsen-Anhalt,2020,79.7,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEE:Sachsen-Anhalt,2021,78.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEE:Sachsen-Anhalt,2022,78.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEE0:Sachsen-Anhalt,2018,79.4,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEE0:Sachsen-Anhalt,2019,80.0,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEE0:Sachsen-Anhalt,2020,79.7,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEE0:Sachsen-Anhalt,2021,78.6,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEE0:Sachsen-Anhalt,2022,78.8,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEF:Schleswig-Holstein,2018,80.4,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEF:Schleswig-Holstein,2019,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),04/12/24 23:00:00,A:Annual,YR:Year,T:Total,Y_LT1:Less than 1 year,DEF:Schleswig-Holstein,2020,81.2,
